"No.","Time","Source","Destination","Protocol","Length","Info"
"2120","732.944429","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=128139 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2121","732.944698","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=129527 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2122","732.944886","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=129527 Win=262144 Len=0"
"2123","732.946134","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=130915 Win=262144 Len=0"
"2124","732.953324","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=130915 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2125","732.953586","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=132303 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2126","732.953926","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=132303 Win=262144 Len=0"
"2127","732.955295","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=133691 Win=262144 Len=0"
"2128","732.957427","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=133691 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2129","732.957764","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=135079 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2130","732.957789","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=135079 Win=262144 Len=0"
"2131","732.959075","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=136467 Win=262144 Len=0"
"2132","732.960514","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=136467 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2133","732.960741","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=137855 Win=262144 Len=0"
"2134","732.965665","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=137855 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2135","732.965931","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=139243 Win=262144 Len=0"
"2136","732.969022","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=139243 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2137","732.969497","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=140631 Win=262144 Len=0"
"2138","732.978828","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=140631 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2139","732.979045","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=142019 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2140","732.979192","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=142019 Win=262144 Len=0"
"2141","732.979239","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=143407 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2142","732.980337","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=144795 Win=262144 Len=0"
"2143","732.982991","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=144795 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2144","732.983325","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=146183 Win=262144 Len=0"
"2145","732.986022","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=146183 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2146","732.986426","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=147571 Win=262144 Len=0"
"2147","732.989866","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=147571 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2148","732.990316","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=148959 Win=262144 Len=0"
"2149","732.993510","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=148959 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2150","732.993784","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=150347 Win=262144 Len=0"
"2151","732.996848","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=150347 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2152","732.997164","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=151735 Win=262144 Len=0"
"2153","733.000365","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=151735 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2154","733.000707","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=153123 Win=262144 Len=0"
"2155","733.004306","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=153123 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2156","733.004693","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=154511 Win=262144 Len=0"
"2157","733.008477","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=154511 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2158","733.008863","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=155899 Win=262144 Len=0"
"2159","733.015554","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=155899 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2160","733.016011","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=157287 Win=262144 Len=0"
"2161","733.018384","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=157287 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2162","733.018779","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=158675 Win=262144 Len=0"
"2163","733.021419","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=158675 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2164","733.021822","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=160063 Win=262144 Len=0"
"2165","733.032942","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=160063 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2166","733.033149","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=161451 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2167","733.033314","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=162839 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2168","733.033334","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=161451 Win=262144 Len=0"
"2169","733.033474","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=164227 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2170","733.033712","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=165615 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2171","733.034647","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=167003 Win=262144 Len=0"
"2172","733.036941","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=167003 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2173","733.037342","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=168391 Win=262144 Len=0"
"2174","733.048404","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=168391 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2175","733.048554","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=169779 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2176","733.048806","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=169779 Win=262144 Len=0"
"2177","733.050136","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=171167 Win=262144 Len=0"
"2178","733.052340","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=171167 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2179","733.052750","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=172555 Win=262144 Len=0"
"2180","733.062186","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=172555 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2181","733.062269","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=173943 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2182","733.062470","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=173943 Win=262144 Len=0"
"2183","733.063617","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=175331 Win=262144 Len=0"
"2184","733.068864","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=175331 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2185","733.069208","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=176719 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2186","733.069316","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=176719 Win=262144 Len=0"
"2187","733.070652","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=178107 Win=262144 Len=0"
"2188","733.078723","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=178107 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2189","733.079007","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=179495 Win=262144 Len=0"
"2190","733.087297","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=179495 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2191","733.087494","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=180883 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2192","733.087756","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=182271 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2193","733.087877","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=180883 Win=262144 Len=0"
"2194","733.089249","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=183659 Win=262144 Len=0"
"2195","733.095750","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=183659 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2196","733.095866","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=185047 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2197","733.096045","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=186435 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2198","733.096074","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=185047 Win=262144 Len=0"
"2199","733.096203","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=187823 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2200","733.097472","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=189211 Win=262144 Len=0"
"2201","733.105712","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=189211 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2202","733.105891","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=190599 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2203","733.106296","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=190599 Win=262144 Len=0"
"2204","733.107538","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=191987 Win=262144 Len=0"
"2205","733.108970","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=191987 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2206","733.109287","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=193375 Win=262144 Len=0"
"2207","733.109422","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=193375 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2208","733.110549","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=194763 Win=262144 Len=0"
"2209","733.112854","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=194763 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2210","733.113109","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=196151 Win=262144 Len=0"
"2211","733.117916","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=196151 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2212","733.118325","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=197539 Win=262144 Len=0"
"2213","733.125166","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=197539 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2214","733.125457","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=198927 Win=262144 Len=0"
"2215","733.125480","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=198927 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2216","733.125597","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=200315 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2217","733.126738","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=201703 Win=262144 Len=0"
"2218","733.134785","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=201703 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2219","733.135332","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=203091 Win=262144 Len=0"
"2220","733.136352","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=203091 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2221","733.136580","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=204479 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2222","733.136590","45.11.180.154","10.12.19.101","TCP","482","80  >  49784 [PSH, ACK] Seq=205867 Ack=175 Win=56832 Len=428 [TCP segment of a reassembled PDU]"
"2223","733.136744","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=204479 Win=262144 Len=0"
"2224","733.136774","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=206295 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2225","733.137963","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=207683 Win=262144 Len=0"
"2226","733.142294","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=207683 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2227","733.142571","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=209071 Win=262144 Len=0"
"2228","733.142701","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=209071 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2229","733.143715","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=210459 Win=262144 Len=0"
"2230","733.147523","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=210459 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2231","733.147788","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=211847 Win=262144 Len=0"
"2232","733.149840","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=211847 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2233","733.150117","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=213235 Win=262144 Len=0"
"2234","733.150169","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=213235 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2235","733.151318","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=214623 Win=262144 Len=0"
"2236","733.153243","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=214623 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2237","733.153515","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=216011 Win=262144 Len=0"
"2238","733.163406","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=216011 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2239","733.163421","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=217399 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2240","733.163574","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=218787 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2241","733.163752","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=218787 Win=262144 Len=0"
"2242","733.165045","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=220175 Win=262144 Len=0"
"2243","733.168826","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=220175 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2244","733.169229","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=221563 Win=262144 Len=0"
"2245","733.178745","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=221563 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2246","733.179088","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=222951 Win=262144 Len=0"
"2247","733.182126","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=222951 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2248","733.182505","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=224339 Ack=175 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"2249","733.182523","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=224339 Win=262144 Len=0"
"2250","733.183730","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=225727 Win=262144 Len=0"
"2251","733.185464","45.11.180.154","10.12.19.101","HTTP","445","HTTP/1.1 200 OK  (application/rar)"
"2252","733.185701","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=175 Ack=226118 Win=261632 Len=0"
"2253","733.190437","10.12.19.101","45.11.180.154","HTTP","228","GET /vnc64.rar HTTP/1.1 "
"2254","733.221973","45.11.180.154","10.12.19.101","TCP","54","80  >  49784 [ACK] Seq=226118 Ack=349 Win=57856 Len=0"
"2255","733.349378","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=226118 Ack=349 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"2256","733.349722","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=349 Ack=227506 Win=262144 Len=0"
"2257","733.356289","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=227506 Ack=349 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"2258","733.356382","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=228894 Ack=349 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"2259","733.356581","45.11.180.154","10.12.19.101","TCP","1394","80  >  49784 [PSH, ACK] Seq=230282 Ack=349 Win=57856 Len=1340 [TCP segment of a reassembled PDU]"
"2260","733.356837","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=231622 Ack=349 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"2261","733.356855","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=233010 Ack=349 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"2262","733.356979","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=349 Ack=230282 Win=262144 Len=0"
"2263","733.357177","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=234398 Ack=349 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"2264","733.357198","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=235786 Ack=349 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"2265","733.357494","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=237174 Ack=349 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"2266","733.358275","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=349 Ack=238562 Win=262144 Len=0"
"2267","733.359873","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=238562 Ack=349 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"2268","733.360130","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=349 Ack=239950 Win=262144 Len=0"
"2269","733.360164","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=239950 Ack=349 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"2270","733.360247","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=241338 Ack=349 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"2271","733.361303","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=349 Ack=242726 Win=262144 Len=0"
"2272","733.365510","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=242726 Ack=349 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"2273","733.365787","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=349 Ack=244114 Win=262144 Len=0"
"2274","733.368885","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=244114 Ack=349 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"2275","733.369163","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=349 Ack=245502 Win=262144 Len=0"
"2276","733.378884","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=245502 Ack=349 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"2277","733.379289","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=349 Ack=246890 Win=262144 Len=0"
"2278","733.385463","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=246890 Ack=349 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"2279","733.385960","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=349 Ack=248278 Win=262144 Len=0"
"2280","733.389286","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=248278 Ack=349 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"2281","733.389861","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=349 Ack=249666 Win=262144 Len=0"
"2282","733.392951","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=249666 Ack=349 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"2283","733.393331","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=349 Ack=251054 Win=262144 Len=0"
"2284","733.396472","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=251054 Ack=349 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"2285","733.396484","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=252442 Ack=349 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"2286","733.396593","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=253830 Ack=349 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"2287","733.396845","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=349 Ack=255218 Win=262144 Len=0"
"2288","733.403419","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=255218 Ack=349 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"2289","733.403691","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=256606 Ack=349 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"2290","733.404023","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=349 Ack=256606 Win=262144 Len=0"
"2291","733.405248","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=349 Ack=257994 Win=262144 Len=0"
"2292","733.406696","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=257994 Ack=349 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"2293","733.407103","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=349 Ack=259382 Win=262144 Len=0"
"2294","733.410065","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=259382 Ack=349 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"2295","733.410371","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=349 Ack=260770 Win=262144 Len=0"
"2296","733.413904","45.11.180.154","10.12.19.101","TCP","1442","80  >  49784 [ACK] Seq=260770 Ack=349 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"2297","733.414148","10.12.19.101","45.11.180.154","TCP","54","49784  >  80 [ACK] Seq=349 Ack=262158 Win=262144 Len=0"
